division,spare_code,spare_description,grc_number,grc_date,issue_qty,grc_pending_qty,receive_qty,good_qty,defective_qty,returned_qty,returning_qty,actual_pending_qty,receive_date,dispute_remark,challan_number,challan_date,docket_number,sent_through,challan_by,status,damaged_qty,short_qty,alt_spare_qty,alt_spare_code,invoice
SDA,S-NIGELA3JCHTJASLY,NIGELA 500W 3 JAR CHT JAR ASLY WITH LID,916071440,2025-10-22,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JMOTOR,NIGELA 500W 3 JAR MAIN MOTOR,916070861,2025-10-11,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QSTADLX3JTOPCVR,QUESTADLX 500W 3JAR TOP COVER,916070787,2025-10-10,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QUBE750MAINBDY,QUBE 750W MG MAIN BODY,916071058,2025-10-16,2,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QUESTA3JCHTJASLY,QUESTA 500W 3 JAR CHT JAR ASLY WITH LID,916071602,2025-10-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QUESTA3JMOTOR,QUESTA 500W 3 JAR MAIN MOTOR,916071587,2025-10-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QUESTA3JWTJASLY,QUESTA 500W 3 JAR WET JAR ASLY WITH LID,916071602,2025-10-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
LIGHT,S0DVEXC4-100W-700,100W C4 DRIVER,916074268,2025-12-21,30,30,,0,0,,,30,,,,,,,,N,,,,,N
LIGHT,S0EI05949-R1,LED POPULATED MCPCB FOR LR400140-A2,916071431,2025-10-21,5,5,,5,0,,,5,,,,,,,,N,,,,,N
LIGHT,S0EI05950,LED POPULATED MCPCB CLR400122-A2,916071375,2025-10-21,10,3,,1,2,,,3,,,,,,,,N,,,,,N
FANS,CFHSRSWND36BRN1S,900IM50 HS RUSHWND 36 BRN 1S,916070672,2025-10-09,4,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFSBSSP48LB1S,1200IM51 SB SEA SPHIRA 48 LST BRN 1S,916070672,2025-10-09,2,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
LIGHT,S0BP0011,LED MCPCB MODULE TLF500183-E4,916072377,2025-11-11,6,2,,0,0,,,2,,,,,,,,N,,,,,N
LIGHT,S0DRVCR-18W,DRIVER FOR LSCSM-18W & LSCRM-18W,916072033,2025-11-03,20,8,,3,5,,,8,,,,,,,,N,,,,,N
LIGHT,S0DVEXSQ-25W-700,25W SQUARE EXCELLITE DRIVER,916072061,2025-11-03,10,2,,0,0,,,2,,,,,,,,N,,,,,N
LIGHT,S0EI07010,LED MCPCB MODULE LI300425-A2,916072033,2025-11-03,10,10,,4,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0EI07810,LED MODULE CLF500130-A2,916072033,2025-11-03,6,3,,0,0,,,3,,,,,,,,N,,,,,Y
LIGHT,S0EI08132-R1,LED POPULATED MCPCB FOR TLR400171-A2,916072061,2025-11-03,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,S0EI09177CDL30,LED MODULE OF CLR401032-A2 SHORT LED L8,916072061,2025-11-03,5,2,,0,0,,,2,,,,,,,,N,,,,,N
LIGHT,S0EI09679,LED POPULATED MCPCB FOR TLR400152-A2,916072033,2025-11-03,30,25,,0,0,,,25,,,,,,,,N,,,,,N
LIGHT,S0EI09709,LED MCPCB MODULE TLF500160-E4,916072033,2025-11-03,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0EI10454,LED POPULATED MCPCB FOR LCNP-80-CDL-HP,916072430,2025-11-11,20,19,,0,0,,,19,,,,,,,,N,,,,,N
LIGHT,S0EI11683,LED POPULATED MCPCB FOR TLR400220-E4,916072061,2025-11-03,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0EPC044,MCPCB TFS-511-200-57-60D-HL2-NS-LM-NGG,916072033,2025-11-03,10,5,,0,5,,,5,,,,,,,,N,,,,,N
LIGHT,S0EPC044,MCPCB TFS-511-200-57-60D-HL2-NS-LM-NGG,916072377,2025-11-11,1,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,SRPSN-5K-440,SURGE PROTECTOR-5 KV- SERIES,916072061,2025-11-03,50,50,,0,0,,,50,,,,,,,,N,,,,,N
WHC,S-ZELUSPUMPCOM,ZELUS PUMP 8W 28L 43L COMMON,916072231,2025-11-06,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,ACGEI-RD,"750W, AUTOMATIC DRY ELECTRIC IRON(CG-RD)",916072202,2025-11-05,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGEK-INSTADELI1.5,INSTADELGT 1.5 ELECTRIC KETTLE,916072383,2025-11-11,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOCHTNYJAR,AMEO MIXER CHUTNY JAR ASSEMBLY,916071736,2025-10-28,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDPWRCORD,S-RD-POWER CORD,916071843,2025-10-29,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDSPHELEM,S-RD-SOLE PLATE (+ HEATING ELEMENT),916071843,2025-10-29,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDSPHELEM,S-RD-SOLE PLATE (+ HEATING ELEMENT),916072080,2025-11-03,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDTHRMSTT,S-RD-THERMOSTAT,916072308,2025-11-08,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
FANS,BRISKAIRNEO10WHT,BRISK AIR NEO 250 MM WHITE,916071770,2025-10-28,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
SDA,S-BOLTMXMAINMOTR,BOLTMIX MG MAIN MOTOR,916071898,2025-10-31,2,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOSOLPLTWHE,BRIO SOLE PLATE WITH H.E.,916072381,2025-11-11,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELITCHTJASLY,DURO ELITE 800W CHT JAR ASLY WITH LID,916071843,2025-10-29,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DS750CHUTNYJRALY,DS750W COMPLET CHUTNEY JAR ASLY WITH LID,916071843,2025-10-29,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NGLAPRO5SWPLT,NIGELLA PRO 500W SWITCH PLATE,916071898,2025-10-31,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NGLAPRO5TOPCAP,NIGELLA PRO 500W TOP CAP,916071898,2025-10-31,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JBOTMCVR,NIGELA 500W 3 JAR BOTTOM COVER,916071898,2025-10-31,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JMOTOR,NIGELA 500W 3 JAR MAIN MOTOR,916071843,2025-10-29,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JTOPCAP,NIGELA 500W 3JAR TOP CAP,916071898,2025-10-31,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QSTARYL3JCHTJLID,QUESTARYL 750W CHT JAR ASLY WITH LID,916071843,2025-10-29,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
LIGHT,DRVP-100W/700,DRIVER FOR LED 100W/700 MA ELECTRONIC,916072061,2025-11-03,12,12,,0,0,,,12,,,,,,,,N,,,,,N
LIGHT,DRVP-150W/700,DRIVER FOR LED 150W/700MA ELECTRONIC,916072158,2025-11-05,30,30,,0,0,,,30,,,,,,,,N,,,,,N
LIGHT,EDC075S105SV3007,75W DRIVER INVETRONIC FOR UC LINEAR,916072679,2025-11-17,2,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,EI08285-RI,LED MCPCB FR CSF-504-100-57-NL-SL-GL-NSG,916073001,2025-11-21,5,5,,0,0,,,5,,,,,,,,N,,,,,N
WHC,ACGRH-COMFYPLUS,COMFY PLUS ROOM HEATER 800 W QUARTZ,916073042,2025-11-22,3,3,,0,0,0,0,3,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AGCOMSTD22,S- ELEMENT 3 KW GEYSER,916072691,2025-11-18,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AGCOMSTD26,"S- THERMAL CUTOUT 7"" GEYSER",916072691,2025-11-18,10,10,,0,0,0,0,10,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-GRACE5LASMBLYPLT,GRACE 5L ASSEMBLY PLATE,916072525,2025-11-13,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-GRACETHRMO7I,GRACE 3L THERMOSTAT 7INCH,916072691,2025-11-18,10,10,,0,0,0,0,10,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-INSTBLSHTGELE,IWH INSTABLISS 3L HEATING ELEMENT 3KW,916072565,2025-11-14,15,15,,0,0,0,0,15,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
FANS,S-101008750,"S-BLADE 16"" HIGHSPEED KDWT - GALE PLUS",916072455,2025-11-12,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-101008750,"S-BLADE 16"" HIGHSPEED KDWT - GALE PLUS",916072456,2025-11-12,7,7,,0,0,0,0,7,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFSBHLBNO48OPW1S,SURBRZ HILL BRIZ NEO 1.2M OPAL WHITE 1S,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFPRAURPM48LGBAD1S,1200IM55 PR AURA PM 48 LGN BLU AD1S,916074284,2025-12-22,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFHSRIV48BRN1S,1200IM54 HS RIVIERA 48 BRN 1S,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFENNT30W48IVY5SRM,1200BM30 EN NITEO 48 IVY RM,916074284,2025-12-22,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
LIGHT,MOSO-X6V-240,240W MOSO DRIVER,916073001,2025-11-21,4,4,,0,0,,,4,,,,,,,,N,,,,,N
LIGHT,S0BP0011,LED MCPCB MODULE TLF500183-E4,916072550,2025-11-14,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-60W-700-FG,DRV-C4-60W-700-IH PACKED,916073023,2025-11-22,30,21,,0,0,,,21,,,,,,,,N,,,,,N
WHC,S-INSTBLSHTGELE,IWH INSTABLISS 3L HEATING ELEMENT 3KW,916072691,2025-11-18,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
LIGHT,S0DVCTL-75W-700-FG,DRV-C4-75W-700-IH PACKED,916073001,2025-11-21,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0DVEXC4-100W-700,100W C4 DRIVER,916072997,2025-11-21,9,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,S0EI07010,LED MCPCB MODULE LI300425-A2,916073001,2025-11-21,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,S0EI08132-R1,LED POPULATED MCPCB FOR TLR400171-A2,916073001,2025-11-21,4,4,,0,0,,,4,,,,,,,,N,,,,,N
LIGHT,S0EI08704 SLED,"LMOD CLR400836-A2 SHORT LED L1,L9,L16",916073001,2025-11-21,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0EI08830,LED MCPCB MODULE TLF500110-A2,916072997,2025-11-21,2,2,,0,0,,,2,,,,,,,,N,,,,,N
LIGHT,S0EI09710,LED MCPCB MODULE TLF500170-E4,916072997,2025-11-21,5,4,,0,0,,,4,,,,,,,,N,,,,,N
LIGHT,S0EI09840 SLED,LED MODULE CLR401073-A2 SHORT LED L1,916073001,2025-11-21,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0EI11683,LED POPULATED MCPCB FOR TLR400220-E4,916073001,2025-11-21,5,5,,0,0,,,5,,,,,,,,N,,,,,N
WHC,S-INSTBLSTANK3L,IWH INSTABLISS 3L TANK,916072691,2025-11-18,5,5,,0,0,0,0,5,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-PAIDJET3LASLYPLT,IWH RAPID JET 3L ASSEMBLY PLATE,916072691,2025-11-18,5,5,,0,0,0,0,5,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,ACGEI-RD,"750W, AUTOMATIC DRY ELECTRIC IRON(CG-RD)",916073109,2025-11-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGEK- ACTIVHOT1.5,1.5L COOL TOUCH ELECTRIC KETTLE,916073110,2025-11-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGIC-INSTSERV2100,"INSTASERVE,2100 W INDUCTION COOKTOP,SLIM",916072889,2025-11-20,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOCHTNYJAR,AMEO MIXER CHUTNY JAR ASSEMBLY,916072567,2025-11-14,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEODRYJAR,AMEO MIXER DRY JAR ASSEMBLY,916072524,2025-11-13,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEODRYJAR,AMEO MIXER DRY JAR ASSEMBLY,916072567,2025-11-14,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOLIQUIDJAR,AMEO MIXER LIQUID JAR ASSEMBLY,916072567,2025-11-14,3,3,,0,0,0,0,3,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDPWRCORD,S-RD-POWER CORD,916072647,2025-11-16,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ATD71EMH001,S- TD71-ELECTRIC MOTOR,916072509,2025-11-12,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ATD71EMH001,S- TD71-ELECTRIC MOTOR,916072567,2025-11-14,3,3,,0,0,0,0,3,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXLQUDJRASLY,BOLTMIX MG LIQUID JAR ASSEMBLY,916072567,2025-11-14,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXMAINMOTR,BOLTMIX MG MAIN MOTOR,916073060,2025-11-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXMAINMOTR,BOLTMIX MG MAIN MOTOR,916073067,2025-11-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXMAINMOTR,BOLTMIX MG MAIN MOTOR,916073069,2025-11-22,4,4,,0,0,0,0,4,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
WHC,S-RPIDJET3LTNKGSKT,IWH RAPID JET 3L SS TANK GASKET,916073007,2025-11-21,6,6,,0,0,0,0,6,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AMICAHEATINGELE,AMICA HEATING ELELMENT 2KW,916073526,2025-12-04,3,3,,0,0,0,0,3,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
FANS,S-KBPRAV248IEC3S3B,S-PKD BLD PR AVR2 1.2M ICE COFFEE 3B 3S,916073210,2025-11-26,2,2,2,0,0,0,0,2,2026-01-01,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,0,0,0,, 
LIGHT,S0DVCTL-45W-700-FG,DRV-C4-45W-700-IH PACKED,916073474,2025-12-03,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-75W-700-FG,DRV-C4-75W-700-IH PACKED,916073474,2025-12-03,20,20,,0,0,,,20,,,,,,,,N,,,,,N
WHC,S-ARNONEOHTGELEMT,ARNO NEO HEATING ELEMENT,916073526,2025-12-04,3,3,,0,0,0,0,3,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
FANS,S-101011781,S-RING DECO MOT AVR2 CONCH CREAM/GOLD,916073114,2025-11-24,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90000763,"S-FLUX AIR 9"" MOTOR ASSEMBLY",916073121,2025-11-24,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
LIGHT,S0DVEXC4-100W-700,100W C4 DRIVER,916073474,2025-12-03,30,30,,0,0,,,30,,,,,,,,N,,,,,N
LIGHT,S0DVEXC4-24W-700,C4 EXCELLITE DRIVER 24W,916073474,2025-12-03,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,S0EI06038,LED POPULATED MCPCB LF500103-A2,916073474,2025-12-03,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0EI06082,LED MCPCB FOR LPTO-40-CDL-M,916073474,2025-12-03,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0EI06082,LED MCPCB FOR LPTO-40-CDL-M,916073626,2025-12-05,40,40,,0,0,,,40,,,,,,,,N,,,,,N
WHC,S-INSTBLSHTGELE,IWH INSTABLISS 3L HEATING ELEMENT 3KW,916073670,2025-12-06,5,5,,0,0,0,0,5,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-RPIDJET3KWTMCUT,IWH RAPID JET 3KW THERMAL CUTOUT 7 INCOM,916073670,2025-12-06,5,5,,0,0,0,0,5,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-SOLNEO5LASLYPLT,SOL NEO 5 L ASSEMBLY PLATE,916073670,2025-12-06,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
LIGHT,S0EI06812,LED MCPCB MODULE LR400150-A2,916073203,2025-11-26,15,3,,0,0,,,3,,,,,,,,N,,,,,N
LIGHT,S0EI06895CDL150/60,LED POPULATED MCPCB MODULE LHB11-150-CDL,916073474,2025-12-03,1,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,S0EI07834-R2 SLED,"LEDMODULE-SHORT L10,11,13,14,35,36,38,39",916073175,2025-11-25,1,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,S0EI07834-R2 SLED,"LEDMODULE-SHORT L10,11,13,14,35,36,38,39",916073474,2025-12-03,3,3,,0,0,,,3,,,,,,,,N,,,,,N
LIGHT,S0EI09840,LED POPULATED MCPCB FOR TLR400200-A2,916073705,2025-12-07,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0EPC044,MCPCB TFS-511-200-57-60D-HL2-NS-LM-NGG,916073145,2025-11-25,19,19,,0,0,,,19,,,,,,,,N,,,,,N
LIGHT,S0EPC044,MCPCB TFS-511-200-57-60D-HL2-NS-LM-NGG,916073173,2025-11-25,10,10,,0,0,,,10,,,,,,,,N,,,,,N
WHC,S-SOLNEO5LTRTANK,SOL NEO 5 LTR TANK,916073670,2025-12-06,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,S-ADS51CJRA01,S-DS51-SS CHUTNEY JAR ASSEMBLY WITH LID,916073124,2025-11-24,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51CJRA01,S-DS51-SS CHUTNEY JAR ASSEMBLY WITH LID,916073511,2025-12-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51DJRA01,S-DS51-SS DRY JAR ASSEMBLY WITH LID,916073124,2025-11-24,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51LJRA01,S-DS51-SS LIQUID JAR ASSEMBLY WITH LID,916073124,2025-11-24,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOCHTNYJAR,AMEO MIXER CHUTNY JAR ASSEMBLY,916073713,2025-12-07,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ATD71EMH001,S- TD71-ELECTRIC MOTOR,916073672,2025-12-06,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXCHTNYJRASL,BOLTMIX MG CHUNTNY JAR ASSEMBLY,916073124,2025-11-24,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXDRYJRASLY,BOLTMIX MG DRY JAR ASSEMBLY,916073207,2025-11-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXMAINBODY,BOLTMIX MG MAIN BODY,916073207,2025-11-26,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXOLP,BOLTMIX MG OLP,916073207,2025-11-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXTOPCVR,BOLTMIX MG TOP COVER,916073207,2025-11-26,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOBKCOVR,BRIO BACK COVER,916073672,2025-12-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOHANDLE,BRIO MAIN BODY HANDLE,916073672,2025-12-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOHNDLCOVR,BRIO HANDLE COVER,916073672,2025-12-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOKNOB,BRIO KNOB,916073672,2025-12-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOSKIRT,BRIO HEAT SHIELD SKIRT,916073672,2025-12-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOSOLPLTWHE,BRIO SOLE PLATE WITH H.E.,916073207,2025-11-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELT1KJARCPLR,DURO ELITE 1000W JAR COUPLER COM,916073823,2025-12-10,2,2,1,0,0,0,0,2,2026-01-03,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,1,0,0,,N
WHC,S-2010HTGELEMENT,AMICA 20 10 LTR HEATING ELELEMENT,916073876,2025-12-11,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AMICAHEATINGELE,AMICA HEATING ELELMENT 2KW,916073876,2025-12-11,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-ARNONEOHTGELEMT,ARNO NEO HEATING ELEMENT,916073876,2025-12-11,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-SWH2415HTGELE,2415 SOL CUBE HEATING ELEMENT J TYPE 2KW,916074210,2025-12-18,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
FANS,S-BLDC-DRV-NITEO,S-PCBA DRIVER - NITEO-PACK,916073719,2025-12-07,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
SDA,S-DROELT1KMTRCPLR,DURO ELITE 1000W MOTOR COPLER,916073823,2025-12-10,2,2,1,0,0,0,0,2,2026-01-03,NIL,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,0,0,1,ACGM-QUBE3JDUMMY,N
LIGHT,DRVP-100W/700,DRIVER FOR LED 100W/700 MA ELECTRONIC,916074267,2025-12-21,12,12,,0,0,,,12,,,,,,,,N,,,,,N
LIGHT,DRVP-120W/700,DRIVER FOR LED 120W/700 MA ELECTRONIC,916074267,2025-12-21,12,12,,0,0,,,12,,,,,,,,N,,,,,N
LIGHT,DRVP-150W/700,DRIVER FOR LED 150W/700MA ELECTRONIC,916074267,2025-12-21,12,12,,0,0,,,12,,,,,,,,N,,,,,N
LIGHT,DRVP-220W/700-D,XITANIUM 220W 0.7A 0-10V,916074267,2025-12-21,4,4,,0,0,,,4,,,,,,,,N,,,,,N
